accession	ambiguous_bases	checkm2_completeness	checkm2_contamination	checkm2_model	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_000437835.1	25	99.72	0.22	Specific	97.58	0.81	187	p__Euryarchaeota (UID3)	124	0	1455487	89.12952954129878	67	910062	55.78233377384073	1633002	RS_GCF_000300255.2	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	not type material	none	f	11	6	151917	251445	251445	1	2887	FR903877.1	157566	2	107	FR903864.1	2885	5328	0	100	CBKQ010000059.108128.111027	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Methanoculleus sp. CAG:1088	24350	51031	t	f	f	49179	101915	Scaffold	MGS1088	na	PRJEB687	SAMEA3138776	67	49179	none	2013-07-17	GCA_000437835.1	derived from metagenome	full	na	derived from human gut metagenome	none	0	0	Methanoculleus sp. CAG:1088	1625	na	4	32	6	101915	57490	21774	2013/07/17	35	1262903	0	none	DTU	1262903	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;x__unclassified Methanoculleus;s__Methanoculleus sp. CAG:1088	1525	1633002	11	44	na	1631477	0	CBKQ000000000.1	1645	32	251445	1	none	none	none	none	none	none	1465	FR903877.1	1465	2695	0	99.863	CP017686.283604.285078	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanomethylophilus;Candidatus Methanomethylophilus alvus	1525	19	46	0
GB_GCA_945835715.1	0	96.55	0.18	Specific	95.16	0	187	p__Euryarchaeota (UID3)	124	0	1300671	90.0921374900257	63	820004	56.798308803971985	1443712	RS_GCF_000300255.2	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	not type material	none	f	8	8	175528	175528	175528	1	2888	CAMAJN010000001.1	136038	2	107	CAMAJN010000003.1	2891	4580	0	95.33	CP013703.1288191.1291076	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Candidatus Methanoplasma;methanogenic archaeon mixed culture ISO4-G1	22916	22916	t	f	f	43583	43583	Contig	SRR5665903_bin.59_metaWRAP_v1.3_MAG	na	PRJEB53516	SAMEA110364168	63	43583	none	2022-09-13	GCA_945835715.1	derived from metagenome	full	SRR5665903_bin.59_metaWRAP_v1.3_MAG	pig gut metagenome	none	0	none	Methanomethylophilus alvi	none	na	none	none	none	none	none	none	2022/09/13	0	1291540	none	SRR5665903_bin.59_metaWRAP_v1.3_MAG	EMG	1291540	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanomethylophilus;s__Methanomethylophilus alvi	0	1443712	none	none	na	1443712	0	CAMAJN000000000.1	1428	63	175528	1	none	none	none	none	none	none	1468	CAMAJN010000001.1	1437	2599	0	99.304	NFZD01009838.3.1439	Archaea;Thermoplasmatota;Thermoplasmata;Methanomassiliicoccales;Methanomethylophilaceae;Incertae Sedis;gut metagenome	0	19	45	0
RS_GCF_000517625.1	0	99.95	0.47	Specific	100	0	395	f__Halobacteriaceae (UID85)	250	0	3488128	84.43426278618969	5	2515796	60.8978169896417	4131176	RS_GCF_000517625.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii	type strain of species	LPSN	t	1	1	2789326	2789326	2789326	2	2912	NZ_CP007055.1	2789326	2	111	NZ_CP007055.1	2905	5365	0	100	CP007055.2551758.2554662	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halostagnicola;Halostagnicola larsenii XH-48	826235	826235	t	f	f	2789326	2789326	Complete Genome	ASM51762v1	na	PRJNA224116	SAMN00117518	none	none	China: Lake Xilinhot; Inner Mongolia	2014-01-13	GCA_000517625.1	none	full	na	sediment of saline lake	43.916 N 115.616 E	5	0	Halostagnicola larsenii XH-48	3966	representative genome	6	5	1	2789326	573680	464581	2014/01/13	0	353800	2	XH-48	JGI	797299	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Halostagnicola;s__Halostagnicola larsenii;x__Halostagnicola larsenii XH-48	0	4131176	11	47	assembly from type material	4131176	0	na	4092	5	2789326	2	none	none	none	none	none	none	1472	NZ_CP007055.1	1472	2719	0	100	CP007055.2555099.2556571	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halostagnicola;Halostagnicola larsenii XH-48	0	19	46	0
RS_GCF_000700025.1	0	75.98	0.86	Specific	92.18	1.33	417	f__Halobacteriaceae (UID96)	263	0	2693673	82.06480494447158	189	2182232	66.48336432209258	3282373	RS_GCF_000739595.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum halophilum	not type material	none	f	32	32	129986	129986	3849	1	2901	NZ_JNFH02000144.1	3849	1	117	NZ_JNFH02000144.1	2899	5354	0	100	JNFH02000144.379.3280	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum saccharovorum	17367	17367	t	f	f	30836	30836	Contig	ASM70002v2	na	PRJNA224116	SAMN02803665	189	30836	Russia: South of Western Siberia	2015-04-21	GCA_000700025.2	none	full	na	salt lake sediments	54.23 N 78.22 E	0	0	Halorubrum saccharovorum	3307	na	4	none	none	none	none	none	2015/04/21	0	2248	2	H3	THE INSTITUTE OF CYTOLOGY AND GENETICS	2248	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum saccharovorum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum saccharovorum	0	3282373	11	47	na	3282373	0	JNFH00000000.2	3823	189	1573	1	1380	2499	0	99.348	625	k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halorubrum;s__	1384	NZ_JNFH02000181.1	1381	2518	0	99.566	KF848218.1.1450	Archaea;Halobacteriota;Halobacteria;Halobacterales;Haloferacaceae;Halorubrum;Halorubrum halophilum	0	19	47	0
RS_GCF_023698535.1	0	99.99	1.12	Specific	99.57	1.7	359	f__Halobacteriaceae (UID84)	235	0	3512134	87.10747019746005	45	2624227	65.08572144282364	4031955	RS_GCF_023698535.1	t	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis regularis	type strain of species	LPSN	t	7	7	415424	415424	67213	3	2586	NZ_JALJCL010000018.1	230717	3	114	NZ_JALJCL010000007.1	2588	4327	0	96.947	CP019067.3320205.3323114	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorientalis;Halorientalis sp. IM1011	89599	89599	t	f	f	230717	230717	Contig	ASM2369853v1	na	PRJNA224116	SAMN27395177	45	230717	China: Lianyungang; Jiangsu	2022-06-08	GCA_023698535.1	none	full	na	marine solar saltern	none	0	0	Halorientalis regularis	none	representative genome	10	none	none	none	none	none	2022/06/08	0	660518	2	TNN28	Jiangsu University	660518	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis regularis	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorientalis;s__Halorientalis regularis	0	4031955	11	63	assembly from type material	4031955	0	JALJCL000000000.1	4213	45	328688	2	none	none	none	none	none	none	1473	NZ_JALJCL010000003.1	1473	2721	0	100	AB663401.1.1473	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halomicrobiaceae;Halorientalis;Halorientalis regularis	0	19	61	0
RS_GCF_009729015.1	0	99.9	0.61	Specific	99.4	0	217	c__Thermoprotei (UID147)	168	0	2012416	89.3602074930718	1	770935	34.23293770456571	2252027	RS_GCF_009729015.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus ambivalens	type strain of species	LPSN	f	1	1	2252027	2252027	2252027	1	3019	NZ_CP045482.1	2252027	1	86	NZ_CP045482.1	3019	5437	0	99.172	CP002535.1297744.1300781	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	2252027	2252027	t	f	f	2252027	2252027	Complete Genome	ASM972901v1	na	PRJNA224116	SAMN09933089	none	none	Iceland: Leihnukur fissure	2019-12-04	GCA_009729015.1	none	full	na	Solfataric mud from Leihnukur fissure in Iceland	none	1	0	Acidianus ambivalens	none	representative genome	3	1	1	2252027	2252027	2252027	2019/12/04	0	2283	1	LEI 10	North Carolina State University	2283	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus ambivalens	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Acidianus;s__Acidianus ambivalens	0	2252027	11	47	assembly from type material	2252027	0	na	2647	1	2252027	1	none	none	none	none	none	none	1498	NZ_CP045482.1	1498	2728	0	99.533	CP002535.1296061.1297559	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Acidianus;Acidianus hospitalis W1	0	19	47	0
RS_GCF_020736485.1	0	99.43	0.06	Specific	99.42	0	359	f__Halobacteriaceae (UID84)	235	0	2037494	88.93322590022514	3	1533477	66.93372174533988	2291038	RS_GCF_008124605.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium salinarum	not type material	none	f	1	1	2012898	2012898	2012898	1	2898	NZ_CP085882.1	2012898	1	117	NZ_CP085882.1	2898	5352	0	100	AM774415.1865624.1868534	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium salinarum R1	763679	763679	t	f	f	2012898	2012898	Complete Genome	ASM2073648v1	na	PRJNA224116	SAMN22513565	none	none	Canada	2021-11-03	GCA_020736485.1	none	full	na	Canadian salted buffalo hide	none	3	0	Halobacterium salinarum NRC-34001	none	na	3	3	1	2012898	2012898	235323	2021/11/03	0	2242	1	NRC-34001	University of Maryland	2886895	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium salinarum	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium salinarum;x__Halobacterium salinarum NRC-34001	0	2291038	11	47	assembly from synonym type material	2291038	0	na	2370	3	2012898	1	none	none	none	none	none	none	1473	NZ_CP085882.1	1473	2721	0	100	AE004437.1875505.1876977	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halobacterium;Halobacterium salinarum NRC-1	0	19	47	0
GB_GCA_014361335.1	9	92.49	0	Specific	96.8	0.8	188	p__Euryarchaeota (UID3)	125	100	1209958	92.03371136922011	167	528548	40.2041286689116	1314690	RS_GCF_003264935.1	f	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__DSM-23052;g__Methanothermobacter_A;s__Methanothermobacter_A tenebrarum_A	not type material	none	f	33	32	38972	38972	1887	1	226	JACIVU010000137.1	1887	1	117	JACIVU010000137.1	226	372	1.1e-101	96.46	AP017647.182313.185331	Archaea;Methanobacteriota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter sp. MT-2	7872	7967	f	f	t	12247	12460	Scaffold	ASM1436133v1	na	PRJNA635524	SAMN15637557	167	12247	China: Dongying	2020-09-01	GCA_014361335.1	derived from metagenome	full	MAG-7	Shengli oilfield at Shandong province	38.15 N 118.5 E	0	0	Methanobacteriaceae archaeon	none	na	2	165	32	12460	7625	3752	2020/09/01	2	2099680	0	MAG-7	East China University of Science and Technology	2099680	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;x__unclassified Methanobacteriaceae;s__Methanobacteriaceae archaeon	20	1314690	11	33	na	1314670	0	JACIVU000000000.1	1526	165	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	20	16	33	0
RS_GCF_038881235.1	0	99.98	0.82	Specific	100	0	217	c__Thermoprotei (UID147)	168	0	2010072	89.33565982910389	15	1034688	45.98768669519504	2250022	RS_GCF_000016605.1	f	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__Metallosphaera sedula	not type material	none	f	2	2	807279	812715	10752	2	351	NZ_JAVZQD010000005.1	none	0	none	none	351	649	0	100	CP002656.414399.417450	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera cuprina Ar-4	149994	160715	f	f	t	729530	807279	Scaffold	ASM3888123v1	na	PRJNA224116	SAMN36037438	15	729530	none	2024-04-30	GCA_038881235.1	derived from metagenome	full	DRTY-7_201709_bins_35	none	none	0	0	Metallosphaera sp.	none	na	4	14	2	807279	442565	442565	2024/04/30	1	2020860	1	DRTY-7_201709_bins_35	The University of Texas at Austin	2020860	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__	d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;x__unclassified Metallosphaera;s__Metallosphaera sp.	98	2250022	11	47	na	2249924	0	JAVZQD000000000.1	2450	14	123688	1	none	none	none	none	none	none	938	NZ_JAVZQD010000004.1	938	1722	0	99.787	CP012175.1705280.1706787	Archaea;Thermoproteota;Thermoproteia;Sulfolobales;Sulfolobaceae;Metallosphaera;Metallosphaera sedula	98	19	48	0
GB_GCA_018432885.1	0	85.62	4.11	Specific	93.14	4.03	234	p__Euryarchaeota (UID54)	153	75	1527286	87.21159040269706	413	1050280	59.973435995710474	1751242	RS_GCF_033472595.1	f	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus receptaculi	not type material	none	f	96	96	38906	38906	3418	2	494	JAHDSG010000142.1	2269	3	116	JAHDSG010000283.1	494	813	0	96.356	JROS01000116.111.3063	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfobulbus sp. Tol-SR	4240	4240	f	f	t	5385	5385	Contig	SV3	na	PRJNA655520	SAMN16056199	413	5385	USA: Redwood City; CA	2021-05-21	GCA_018432885.1	derived from metagenome	full	SV3-B18.1	wastewater sludge anaerobic digester phosphite (DPO) enrichment	37.545015 N 122.227814 W	0	none	Methanoculleus sp.	none	na	none	none	none	none	none	none	2021/05/21	0	90427	none	SV3-B18.1	University of California, Berkeley	90427	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;x__unclassified Methanoculleus;s__Methanoculleus sp.	0	1751242	none	none	na	1751242	0	JAHDSG000000000.1	2100	413	3418	2	none	none	none	none	none	none	1547	JAHDSG010000142.1	1542	2804	0	99.481	CP001629.308767.310308	Bacteria;Thermodesulfobacteriota;Desulfovibrionia;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium baculatum DSM 4028	0	17	41	0
GB_GCA_033853835.1	0	88.77	1.33	Specific	92.72	2.91	145	k__Archaea (UID2)	103	75	1142736	91.90686871010317	73	466221	37.49677286520509	1243363	RS_GCF_900143675.1	f	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosotalea;s__Nitrosotalea sinensis	not type material	none	f	12	12	80260	80260	none	0	none	none	15748	1	109	JAWOLD010000031.1	none	none	none	none	none	none	17032	17032	f	f	t	35049	35049	Contig	ASM3385383v1	na	PRJNA773609	SAMN37852457	73	35049	none	2023-11-21	GCA_033853835.1	derived from metagenome	full	bin_216	none	none	0	none	Candidatus Nitrosotalea sp.	none	na	none	none	none	none	none	none	2023/11/21	0	2833567	none	bin_216	AIMST University	2833567	d__Archaea;p__Nitrososphaerota;c__;o__;f__;g__Candidatus Nitrosotalea;s__	d__Archaea;x__TACK group;p__Nitrososphaerota;x__Nitrososphaerota incertae sedis;g__Candidatus Nitrosotalea;x__unclassified Candidatus Nitrosotalea;s__Candidatus Nitrosotalea sp.	0	1243363	none	none	na	1243363	0	JAWOLD000000000.1	1541	73	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	18	33	0
RS_GCF_024662215.1	0	99.1	0.18	Specific	100	0.65	234	p__Euryarchaeota (UID54)	153	0	2737534	86.54808172313747	1	1337400	42.2823623365131	3163021	RS_GCF_024662215.1	t	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	type strain of species	LPSN	f	1	1	3163021	3163021	3163021	5	2900	NZ_CP096115.1	3163021	6	118	NZ_CP096115.1-#6	2901	5182	0	98.931	AHKP01000003.334395.337306	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus;Methanoplanus limicola DSM 2279	3163021	3163021	t	f	f	3163021	3163021	Complete Genome	ASM2466221v1	na	PRJNA224116	SAMN25349865	none	none	none	2022-08-15	GCA_024662215.1	none	full	na	bought from DSMZ	none	1	0	Methanoplanus endosymbiosus	none	representative genome	16	1	1	3163021	3163021	3163021	2022/08/15	0	33865	5	DSM 3599	National Chung Hsing University	33865	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoplanus;s__Methanoplanus endosymbiosus	0	3163021	11	59	assembly from type material	3163021	0	na	2866	1	3163021	5	none	none	none	none	none	none	1469	NZ_CP096115.1	1464	2699	0	99.932	FR733674.1.1464	Archaea;Halobacteriota;Methanomicrobia;Methanomicrobiales;Methanomicrobiaceae;Methanoplanus;Methanoplanus endosymbiosus	0	19	59	0
GB_GCA_027366845.1	0	63.88	2.18	Specific	67.57	0.81	187	p__Euryarchaeota (UID3)	124	0	874055	91.23385502453974	73	361949	37.78023418695292	958038	RS_GCF_900083515.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	not type material	none	f	14	14	76279	76279	17596	1	1913	DAICVR010000068.1	none	0	none	none	1913	3528	0	99.948	ATDV01000007.115999.118903	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Thermoplasmatales archaeon Gpl	13123	13123	f	f	t	21592	21592	Contig	ASM2736684v1	na	PRJNA834572	SAMN28407087	73	21592	China: Jiangxi; Dexing	2022-12-27	GCA_027366845.1	derived from metagenome	full	clean2879	sediment	29.00254 N 117.72751 E	0	none	Thermoplasmatales archaeon	none	na	none	none	none	none	none	none	2022/12/27	0	2268204	none	clean2879	an eLibrary of Microbial Systematics and Genomics	2268204	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon	0	958038	none	none	na	958038	0	DAICVR000000000.1	1035	73	31369	1	none	none	none	none	none	none	236	DAICVR010000061.1	236	436	4.54e-121	100	LT671858.211764.213232	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Cuniculiplasma divulgatum	0	12	25	0
GB_GCA_027366735.1	0	82.15	0.36	Specific	88.67	0	187	p__Euryarchaeota (UID3)	124	0	1328906	90.14763822258884	109	553112	37.520893481233855	1474144	RS_GCF_900083515.1	f	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Cuniculiplasma;s__Cuniculiplasma divulgatum	not type material	none	f	16	16	84684	84684	24271	1	1988	DAICVW010000086.1	66642	1	114	DAICVW010000048.1	1988	3666	0	99.95	ATDV01000007.115999.118903	Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales;Thermoplasmataceae;Cuniculiplasma;Thermoplasmatales archaeon Gpl	13524	13524	f	f	t	26664	26664	Contig	ASM2736673v1	na	PRJNA834572	SAMN28407092	109	26664	China: Guangxi; Longshenao	2022-12-27	GCA_027366735.1	derived from metagenome	full	clean2884	sediment	24.83497 N 107.56874 E	0	none	Thermoplasmatales archaeon	none	na	none	none	none	none	none	none	2022/12/27	0	2268204	none	clean2884	an eLibrary of Microbial Systematics and Genomics	2268204	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon	0	1474144	none	none	na	1474144	0	DAICVW000000000.1	1544	109	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	16	34	0
RS_GCF_001305655.1	0	99.93	0.61	Specific	98.23	1.06	359	f__Halobacteriaceae (UID84)	235	0	1977240	87.74084757044598	2	1414315	62.76081650765476	2253500	RS_GCF_001011115.1	f	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	not type material	none	f	1	1	2129244	2129244	2129244	1	2904	NZ_CP011564.1	2129244	1	116	NZ_CP011564.1	2897	5350	0	100	CP011564.1974022.1976919	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;Halanaeroarchaeum sulfurireducens	1126750	1126750	t	f	f	2129244	2129244	Complete Genome	ASM130565v1	na	PRJNA224116	SAMN03701450	none	none	Mediterranean Sea: Medline of Ionian Sea	2015-10-02	GCA_001305655.1	none	full	na	brine	34.26 N 22.20 E	2	0	Halanaeroarchaeum sulfurireducens	2238	na	3	2	1	2129244	2129244	2129244	2015/10/02	0	1604004	1	M27-SA2	C.N.R. - Institute for Coastal Marine Environment (IAMC)	1604004	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halanaeroarchaeum;s__Halanaeroarchaeum sulfurireducens	0	2253500	11	47	na	2253500	0	na	2307	2	2129244	1	none	none	none	none	none	none	1473	NZ_CP011564.1	1441	2662	0	100	CP011564.1977404.1978844	Archaea;Halobacteriota;Halobacteria;Halobacterales;Halobacteriaceae;Halanaeroarchaeum;Halanaeroarchaeum sulfurireducens	0	19	47	0
